,img_id,obj_id,"(x, y)",color,shape,size
533,88,5,[31 27],"(0, 255, 255)",r,5
534,89,0,[56 63],"(0, 0, 255)",c,5
535,89,1,[32  8],"(0, 255, 0)",r,5
536,89,2,[58 48],"(255, 0, 0)",c,5
537,89,3,[29 27],"(0, 156, 255)",r,5
538,89,4,[31 49],"(128, 128, 128)",r,5
539,89,5,[62  5],"(0, 255, 255)",r,5
540,90,0,[16 38],"(0, 0, 255)",r,5
541,90,1,[23 65],"(0, 255, 0)",r,5
542,90,2,[10 10],"(255, 0, 0)",r,5
543,90,3,[59 23],"(0, 156, 255)",r,5
544,90,4,[49 63],"(128, 128, 128)",r,5
545,90,5,[53 15],"(0, 255, 255)",r,5
546,91,0,[51 37],"(0, 0, 255)",r,5
547,91,1,[33  8],"(0, 255, 0)",r,5
548,91,2,[60 24],"(255, 0, 0)",c,5
549,91,3,[68 16],"(0, 156, 255)",c,5
550,91,4,[ 8 44],"(128, 128, 128)",c,5
551,91,5,[35 27],"(0, 255, 255)",c,5
552,92,0,[67 69],"(0, 0, 255)",c,5
553,92,1,[61 40],"(0, 255, 0)",c,5
554,92,2,[57 51],"(255, 0, 0)",c,5
555,92,3,[13 65],"(0, 156, 255)",r,5
556,92,4,[ 8 27],"(128, 128, 128)",r,5
557,92,5,[36 60],"(0, 255, 255)",c,5
558,93,0,[15 60],"(0, 0, 255)",c,5
559,93,1,[23 20],"(0, 255, 0)",r,5
560,93,2,[59 67],"(255, 0, 0)",r,5
561,93,3,[41 67],"(0, 156, 255)",c,5
562,93,4,[41 18],"(128, 128, 128)",c,5
563,93,5,[57 31],"(0, 255, 255)",r,5
564,94,0,[52 17],"(0, 0, 255)",r,5
565,94,1,[58 47],"(0, 255, 0)",r,5
566,94,2,[21 53],"(255, 0, 0)",r,5
567,94,3,[25 12],"(0, 156, 255)",r,5
568,94,4,[28 42],"(128, 128, 128)",r,5
569,94,5,[ 6 43],"(0, 255, 255)",r,5
570,95,0,[ 9 37],"(0, 0, 255)",c,5
571,95,1,[65  8],"(0, 255, 0)",c,5
572,95,2,[17 16],"(255, 0, 0)",r,5
573,95,3,[20 46],"(0, 156, 255)",c,5
574,95,4,[18  6],"(128, 128, 128)",r,5
575,95,5,[56 60],"(0, 255, 255)",r,5
576,96,0,[14 12],"(0, 0, 255)",r,5
577,96,1,[32 49],"(0, 255, 0)",c,5
578,96,2,[10 51],"(255, 0, 0)",c,5
579,96,3,[55 69],"(0, 156, 255)",r,5
580,96,4,[65 37],"(128, 128, 128)",r,5
581,96,5,[49 48],"(0, 255, 255)",c,5
582,97,0,[29 23],"(0, 0, 255)",c,5
583,97,1,[ 5 59],"(0, 255, 0)",c,5
584,97,2,[51  6],"(255, 0, 0)",r,5
585,97,3,[24 39],"(0, 156, 255)",r,5
586,97,4,[67 14],"(128, 128, 128)",r,5
587,97,5,[53 51],"(0, 255, 255)",r,5
588,98,0,[53 15],"(0, 0, 255)",c,5
589,98,1,[30 24],"(0, 255, 0)",c,5
590,98,2,[13 69],"(255, 0, 0)",r,5
591,98,3,[24 36],"(0, 156, 255)",r,5
592,98,4,[69 50],"(128, 128, 128)",c,5
593,98,5,[27 59],"(0, 255, 255)",r,5
594,99,0,[66 52],"(0, 0, 255)",r,5
595,99,1,[29 28],"(0, 255, 0)",r,5
596,99,2,[31 38],"(255, 0, 0)",r,5
597,99,3,[45 23],"(0, 156, 255)",r,5
598,99,4,[19 43],"(128, 128, 128)",c,5
599,99,5,[68 11],"(0, 255, 255)",c,5
600,100,0,[57 19],"(0, 0, 255)",r,5
601,100,1,[48 45],"(0, 255, 0)",r,5
602,100,2,[26 65],"(255, 0, 0)",c,5
603,100,3,[27 53],"(0, 156, 255)",r,5
604,100,4,[42 61],"(128, 128, 128)",c,5
605,100,5,[ 5 19],"(0, 255, 255)",r,5
606,101,0,[31 31],"(0, 0, 255)",c,5
607,101,1,[10 20],"(0, 255, 0)",c,5
608,101,2,[61  6],"(255, 0, 0)",r,5
609,101,3,[26  5],"(0, 156, 255)",r,5
610,101,4,[65 57],"(128, 128, 128)",c,5
611,101,5,[48 68],"(0, 255, 255)",r,5
612,102,0,[33 63],"(0, 0, 255)",r,5
613,102,1,[17 18],"(0, 255, 0)",c,5
614,102,2,[13 31],"(255, 0, 0)",c,5
615,102,3,[68  8],"(0, 156, 255)",r,5
616,102,4,[45 24],"(128, 128, 128)",c,5
617,102,5,[32 10],"(0, 255, 255)",c,5
618,103,0,[ 5 49],"(0, 0, 255)",r,5
619,103,1,[58 59],"(0, 255, 0)",c,5
620,103,2,[34 26],"(255, 0, 0)",r,5
621,103,3,[41 44],"(0, 156, 255)",r,5
622,103,4,[21 67],"(128, 128, 128)",c,5
623,103,5,[59  8],"(0, 255, 255)",r,5
624,104,0,[35 21],"(0, 0, 255)",r,5
625,104,1,[37 53],"(0, 255, 0)",r,5
626,104,2,[22 28],"(255, 0, 0)",r,5
627,104,3,[69 68],"(0, 156, 255)",r,5
628,104,4,[64 32],"(128, 128, 128)",r,5
629,104,5,[34 33],"(0, 255, 255)",r,5
630,105,0,[37 58],"(0, 0, 255)",r,5
631,105,1,[ 8 62],"(0, 255, 0)",r,5
632,105,2,[52 23],"(255, 0, 0)",c,5
633,105,3,[39 37],"(0, 156, 255)",r,5
634,105,4,[31  5],"(128, 128, 128)",c,5
635,105,5,[24 49],"(0, 255, 255)",c,5
636,106,0,[33  8],"(0, 0, 255)",r,5
637,106,1,[57 62],"(0, 255, 0)",r,5
638,106,2,[13 66],"(255, 0, 0)",r,5
639,106,3,[15 24],"(0, 156, 255)",c,5
640,106,4,[40 58],"(128, 128, 128)",r,5
641,106,5,[56 27],"(0, 255, 255)",c,5
642,107,0,[25 37],"(0, 0, 255)",r,5
643,107,1,[ 6 42],"(0, 255, 0)",r,5
644,107,2,[29  5],"(255, 0, 0)",r,5
645,107,3,[11  9],"(0, 156, 255)",r,5
646,107,4,[17 19],"(128, 128, 128)",r,5
647,107,5,[63  9],"(0, 255, 255)",r,5
648,108,0,[54 26],"(0, 0, 255)",c,5
649,108,1,[58 51],"(0, 255, 0)",c,5
650,108,2,[37 13],"(255, 0, 0)",r,5
651,108,3,[37 36],"(0, 156, 255)",r,5
652,108,4,[16 16],"(128, 128, 128)",r,5
653,108,5,[59 13],"(0, 255, 255)",c,5
654,109,0,[14 52],"(0, 0, 255)",c,5
655,109,1,[16 62],"(0, 255, 0)",r,5
656,109,2,[49  8],"(255, 0, 0)",c,5
657,109,3,[26 69],"(0, 156, 255)",r,5
658,109,4,[36 48],"(128, 128, 128)",r,5
659,109,5,[41 64],"(0, 255, 255)",r,5
660,110,0,[20 44],"(0, 0, 255)",c,5
661,110,1,[ 6 19],"(0, 255, 0)",r,5
662,110,2,[36 61],"(255, 0, 0)",r,5
663,110,3,[42 34],"(0, 156, 255)",r,5
664,110,4,[52 10],"(128, 128, 128)",r,5
665,110,5,[68 67],"(0, 255, 255)",c,5
666,111,0,[16 63],"(0, 0, 255)",c,5
667,111,1,[41 17],"(0, 255, 0)",c,5
668,111,2,[31  7],"(255, 0, 0)",r,5
669,111,3,[25 52],"(0, 156, 255)",r,5
670,111,4,[51  5],"(128, 128, 128)",c,5
671,111,5,[55 22],"(0, 255, 255)",r,5
672,112,0,[62 37],"(0, 0, 255)",c,5
673,112,1,[ 6 26],"(0, 255, 0)",r,5
674,112,2,[57 61],"(255, 0, 0)",c,5
675,112,3,[61 14],"(0, 156, 255)",r,5
676,112,4,[16 64],"(128, 128, 128)",r,5
677,112,5,[18 53],"(0, 255, 255)",r,5
678,113,0,[37 50],"(0, 0, 255)",c,5
679,113,1,[24 38],"(0, 255, 0)",c,5
680,113,2,[51 59],"(255, 0, 0)",c,5
681,113,3,[61 38],"(0, 156, 255)",c,5
682,113,4,[56 11],"(128, 128, 128)",c,5
683,113,5,[ 9 28],"(0, 255, 255)",c,5
684,114,0,[26 40],"(0, 0, 255)",r,5
685,114,1,[64 44],"(0, 255, 0)",c,5
686,114,2,[13  8],"(255, 0, 0)",r,5
687,114,3,[34 60],"(0, 156, 255)",r,5
688,114,4,[54 50],"(128, 128, 128)",c,5
689,114,5,[15 20],"(0, 255, 255)",r,5
690,115,0,[28 41],"(0, 0, 255)",r,5
691,115,1,[29 30],"(0, 255, 0)",r,5
692,115,2,[49 16],"(255, 0, 0)",r,5
693,115,3,[15 57],"(0, 156, 255)",r,5
694,115,4,[67 26],"(128, 128, 128)",c,5
695,115,5,[61 42],"(0, 255, 255)",c,5
696,116,0,[48  6],"(0, 0, 255)",c,5
697,116,1,[21 31],"(0, 255, 0)",c,5
698,116,2,[ 6 57],"(255, 0, 0)",c,5
699,116,3,[64 58],"(0, 156, 255)",r,5
700,116,4,[60 33],"(128, 128, 128)",r,5
701,116,5,[59 18],"(0, 255, 255)",c,5
702,117,0,[12 20],"(0, 0, 255)",c,5
703,117,1,[39 56],"(0, 255, 0)",c,5
704,117,2,[62 34],"(255, 0, 0)",c,5
705,117,3,[65 54],"(0, 156, 255)",c,5
706,117,4,[7 8],"(128, 128, 128)",c,5
707,117,5,[30 44],"(0, 255, 255)",r,5
708,118,0,[14 48],"(0, 0, 255)",c,5
709,118,1,[61 69],"(0, 255, 0)",r,5
710,118,2,[14  6],"(255, 0, 0)",r,5
711,118,3,[20 68],"(0, 156, 255)",r,5
712,118,4,[10 69],"(128, 128, 128)",c,5
713,118,5,[32 23],"(0, 255, 255)",r,5
714,119,0,[20 16],"(0, 0, 255)",c,5
715,119,1,[56 10],"(0, 255, 0)",r,5
716,119,2,[25 57],"(255, 0, 0)",r,5
717,119,3,[64 41],"(0, 156, 255)",r,5
718,119,4,[ 7 31],"(128, 128, 128)",r,5
719,119,5,[47 47],"(0, 255, 255)",r,5
720,120,0,[53 58],"(0, 0, 255)",r,5
721,120,1,[ 9 21],"(0, 255, 0)",r,5
722,120,2,[54 25],"(255, 0, 0)",c,5
723,120,3,[24 38],"(0, 156, 255)",c,5
724,120,4,[69 50],"(128, 128, 128)",r,5
725,120,5,[39 40],"(0, 255, 255)",r,5
726,121,0,[29 65],"(0, 0, 255)",c,5
727,121,1,[17 41],"(0, 255, 0)",r,5
728,121,2,[43 20],"(255, 0, 0)",r,5
729,121,3,[47 44],"(0, 156, 255)",r,5
730,121,4,[ 5 15],"(128, 128, 128)",r,5
731,121,5,[37  6],"(0, 255, 255)",r,5
732,122,0,[31 40],"(0, 0, 255)",c,5
733,122,1,[44 35],"(0, 255, 0)",r,5
734,122,2,[11 59],"(255, 0, 0)",r,5
735,122,3,[63 49],"(0, 156, 255)",c,5
736,122,4,[21 66],"(128, 128, 128)",c,5
737,122,5,[ 7 39],"(0, 255, 255)",r,5
738,123,0,[48 27],"(0, 0, 255)",c,5
739,123,1,[26 52],"(0, 255, 0)",r,5
740,123,2,[64 68],"(255, 0, 0)",c,5
741,123,3,[40 34],"(0, 156, 255)",c,5
742,123,4,[58 39],"(128, 128, 128)",c,5
743,123,5,[10 59],"(0, 255, 255)",r,5
744,124,0,[37 17],"(0, 0, 255)",c,5
745,124,1,[35 38],"(0, 255, 0)",c,5
746,124,2,[62 18],"(255, 0, 0)",c,5
747,124,3,[ 7 39],"(0, 156, 255)",c,5
748,124,4,[12 17],"(128, 128, 128)",r,5
749,124,5,[26 14],"(0, 255, 255)",c,5
750,125,0,[41 64],"(0, 0, 255)",r,5
751,125,1,[50 38],"(0, 255, 0)",c,5
752,125,2,[38 43],"(255, 0, 0)",r,5
753,125,3,[41 17],"(0, 156, 255)",r,5
754,125,4,[61 58],"(128, 128, 128)",r,5
755,125,5,[ 7 17],"(0, 255, 255)",r,5
756,126,0,[10 33],"(0, 0, 255)",r,5
757,126,1,[26 51],"(0, 255, 0)",c,5
758,126,2,[19 26],"(255, 0, 0)",r,5
759,126,3,[ 8 55],"(0, 156, 255)",r,5
760,126,4,[56 24],"(128, 128, 128)",r,5
761,126,5,[63 40],"(0, 255, 255)",r,5
762,127,0,[35 56],"(0, 0, 255)",r,5
763,127,1,[67 54],"(0, 255, 0)",c,5
764,127,2,[48 17],"(255, 0, 0)",r,5
765,127,3,[55 37],"(0, 156, 255)",r,5
766,127,4,[50 50],"(128, 128, 128)",c,5
767,127,5,[13 57],"(0, 255, 255)",r,5
768,128,0,[26 68],"(0, 0, 255)",r,5
769,128,1,[36 10],"(0, 255, 0)",c,5
770,128,2,[12 43],"(255, 0, 0)",c,5
771,128,3,[13 64],"(0, 156, 255)",r,5
772,128,4,[51 64],"(128, 128, 128)",r,5
773,128,5,[63 62],"(0, 255, 255)",c,5
774,129,0,[20 48],"(0, 0, 255)",c,5
775,129,1,[15 65],"(0, 255, 0)",r,5
776,129,2,[63 55],"(255, 0, 0)",c,5
777,129,3,[69 38],"(0, 156, 255)",c,5
778,129,4,[57 63],"(128, 128, 128)",c,5
779,129,5,[52 28],"(0, 255, 255)",c,5
780,130,0,[19 12],"(0, 0, 255)",r,5
781,130,1,[36 67],"(0, 255, 0)",r,5
782,130,2,[ 8 23],"(255, 0, 0)",r,5
783,130,3,[13 49],"(0, 156, 255)",c,5
784,130,4,[30 25],"(128, 128, 128)",c,5
785,130,5,[ 5 42],"(0, 255, 255)",c,5
786,131,0,[30 37],"(0, 0, 255)",c,5
787,131,1,[36 68],"(0, 255, 0)",c,5
788,131,2,[14 37],"(255, 0, 0)",c,5
789,131,3,[69 39],"(0, 156, 255)",r,5
790,131,4,[ 6 29],"(128, 128, 128)",c,5
791,131,5,[69 21],"(0, 255, 255)",c,5
792,132,0,[ 9 28],"(0, 0, 255)",r,5
793,132,1,[26 65],"(0, 255, 0)",c,5
794,132,2,[52 23],"(255, 0, 0)",c,5
795,132,3,[19 32],"(0, 156, 255)",r,5
796,132,4,[66 31],"(128, 128, 128)",c,5
797,132,5,[64 13],"(0, 255, 255)",r,5
798,133,0,[ 7 29],"(0, 0, 255)",c,5
799,133,1,[67 37],"(0, 255, 0)",c,5
800,133,2,[65 49],"(255, 0, 0)",r,5
801,133,3,[25 12],"(0, 156, 255)",c,5
802,133,4,[23 53],"(128, 128, 128)",r,5
803,133,5,[41 67],"(0, 255, 255)",c,5
804,134,0,[59 35],"(0, 0, 255)",c,5
805,134,1,[7 8],"(0, 255, 0)",r,5
806,134,2,[40 36],"(255, 0, 0)",r,5
807,134,3,[60 24],"(0, 156, 255)",r,5
808,134,4,[49 60],"(128, 128, 128)",c,5
809,134,5,[64 67],"(0, 255, 255)",r,5
810,135,0,[17 23],"(0, 0, 255)",c,5
811,135,1,[23 13],"(0, 255, 0)",r,5
812,135,2,[64 51],"(255, 0, 0)",c,5
813,135,3,[ 6 40],"(0, 156, 255)",c,5
814,135,4,[11 53],"(128, 128, 128)",r,5
815,135,5,[68 16],"(0, 255, 255)",c,5
816,136,0,[63 32],"(0, 0, 255)",r,5
817,136,1,[35 22],"(0, 255, 0)",c,5
818,136,2,[63 48],"(255, 0, 0)",c,5
819,136,3,[51 40],"(0, 156, 255)",r,5
820,136,4,[11 23],"(128, 128, 128)",r,5
821,136,5,[62 63],"(0, 255, 255)",r,5
822,137,0,[ 8 34],"(0, 0, 255)",r,5
823,137,1,[62 49],"(0, 255, 0)",r,5
824,137,2,[30 65],"(255, 0, 0)",c,5
825,137,3,[13 53],"(0, 156, 255)",c,5
826,137,4,[30 33],"(128, 128, 128)",c,5
827,137,5,[50 58],"(0, 255, 255)",c,5
828,138,0,[28 23],"(0, 0, 255)",c,5
829,138,1,[41 20],"(0, 255, 0)",r,5
830,138,2,[19 35],"(255, 0, 0)",r,5
831,138,3,[58 65],"(0, 156, 255)",c,5
832,138,4,[68 26],"(128, 128, 128)",c,5
833,138,5,[31 48],"(0, 255, 255)",r,5
834,139,0,[42  9],"(0, 0, 255)",c,5
835,139,1,[38 45],"(0, 255, 0)",c,5
836,139,2,[49 36],"(255, 0, 0)",c,5
837,139,3,[61 61],"(0, 156, 255)",c,5
838,139,4,[19 32],"(128, 128, 128)",r,5
839,139,5,[23 17],"(0, 255, 255)",c,5
840,140,0,[29 59],"(0, 0, 255)",r,5
841,140,1,[53 52],"(0, 255, 0)",c,5
842,140,2,[48 66],"(255, 0, 0)",c,5
843,140,3,[12 24],"(0, 156, 255)",c,5
844,140,4,[51 24],"(128, 128, 128)",r,5
845,140,5,[63 65],"(0, 255, 255)",r,5
846,141,0,[58 18],"(0, 0, 255)",r,5
847,141,1,[35 33],"(0, 255, 0)",r,5
848,141,2,[ 7 48],"(255, 0, 0)",r,5
849,141,3,[34 52],"(0, 156, 255)",r,5
850,141,4,[14 57],"(128, 128, 128)",r,5
851,141,5,[29  5],"(0, 255, 255)",c,5
852,142,0,[28 21],"(0, 0, 255)",c,5
853,142,1,[19 48],"(0, 255, 0)",r,5
854,142,2,[11 41],"(255, 0, 0)",c,5
855,142,3,[46 26],"(0, 156, 255)",r,5
856,142,4,[19  8],"(128, 128, 128)",c,5
857,142,5,[30 53],"(0, 255, 255)",r,5
858,143,0,[39 44],"(0, 0, 255)",c,5
859,143,1,[32 18],"(0, 255, 0)",r,5
860,143,2,[50 23],"(255, 0, 0)",r,5
861,143,3,[ 6 42],"(0, 156, 255)",c,5
862,143,4,[25 35],"(128, 128, 128)",r,5
863,143,5,[16 46],"(0, 255, 255)",c,5
864,144,0,[10 48],"(0, 0, 255)",r,5
865,144,1,[42 44],"(0, 255, 0)",c,5
866,144,2,[38 19],"(255, 0, 0)",r,5
867,144,3,[22 41],"(0, 156, 255)",c,5
868,144,4,[67 17],"(128, 128, 128)",r,5
869,144,5,[62 28],"(0, 255, 255)",r,5
870,145,0,[36 24],"(0, 0, 255)",r,5
871,145,1,[56 20],"(0, 255, 0)",c,5
872,145,2,[43 59],"(255, 0, 0)",r,5
873,145,3,[48 37],"(0, 156, 255)",c,5
874,145,4,[38 41],"(128, 128, 128)",c,5
875,145,5,[17 59],"(0, 255, 255)",c,5
876,146,0,[40 15],"(0, 0, 255)",c,5
877,146,1,[35 43],"(0, 255, 0)",c,5
878,146,2,[69 21],"(255, 0, 0)",c,5
879,146,3,[36  5],"(0, 156, 255)",c,5
880,146,4,[28 14],"(128, 128, 128)",c,5
881,146,5,[22 67],"(0, 255, 255)",r,5
882,147,0,[42 65],"(0, 0, 255)",c,5
883,147,1,[48 46],"(0, 255, 0)",c,5
884,147,2,[43 21],"(255, 0, 0)",r,5
885,147,3,[23 14],"(0, 156, 255)",c,5
886,147,4,[19 60],"(128, 128, 128)",r,5
887,147,5,[35 12],"(0, 255, 255)",c,5
888,148,0,[ 8 26],"(0, 0, 255)",c,5
889,148,1,[27 17],"(0, 255, 0)",r,5
890,148,2,[20 51],"(255, 0, 0)",c,5
891,148,3,[41 34],"(0, 156, 255)",c,5
892,148,4,[46 45],"(128, 128, 128)",c,5
893,148,5,[64 62],"(0, 255, 255)",r,5
894,149,0,[ 6 25],"(0, 0, 255)",r,5
895,149,1,[22 37],"(0, 255, 0)",c,5
896,149,2,[ 6 39],"(255, 0, 0)",r,5
897,149,3,[51 45],"(0, 156, 255)",c,5
898,149,4,[26 69],"(128, 128, 128)",r,5
899,149,5,[23 22],"(0, 255, 255)",r,5
900,150,0,[55 21],"(0, 0, 255)",c,5
901,150,1,[36 24],"(0, 255, 0)",r,5
902,150,2,[45 35],"(255, 0, 0)",c,5
903,150,3,[58 55],"(0, 156, 255)",c,5
904,150,4,[ 8 33],"(128, 128, 128)",r,5
905,150,5,[20 46],"(0, 255, 255)",c,5
906,151,0,[46 56],"(0, 0, 255)",c,5
907,151,1,[48 69],"(0, 255, 0)",c,5
908,151,2,[52 34],"(255, 0, 0)",c,5
909,151,3,[58  6],"(0, 156, 255)",r,5
910,151,4,[40  8],"(128, 128, 128)",r,5
911,151,5,[ 8 11],"(0, 255, 255)",c,5
912,152,0,[11 40],"(0, 0, 255)",c,5
913,152,1,[65 34],"(0, 255, 0)",r,5
914,152,2,[46 12],"(255, 0, 0)",c,5
915,152,3,[46 36],"(0, 156, 255)",c,5
916,152,4,[38 19],"(128, 128, 128)",c,5
917,152,5,[15 54],"(0, 255, 255)",r,5
918,153,0,[24 25],"(0, 0, 255)",c,5
919,153,1,[59 43],"(0, 255, 0)",c,5
920,153,2,[40 55],"(255, 0, 0)",c,5
921,153,3,[17 63],"(0, 156, 255)",c,5
922,153,4,[33 47],"(128, 128, 128)",r,5
923,153,5,[29  9],"(0, 255, 255)",c,5
924,154,0,[29 33],"(0, 0, 255)",r,5
925,154,1,[61 19],"(0, 255, 0)",c,5
926,154,2,[14 24],"(255, 0, 0)",r,5
927,154,3,[69  5],"(0, 156, 255)",c,5
928,154,4,[42 46],"(128, 128, 128)",r,5
929,154,5,[34 60],"(0, 255, 255)",c,5
930,155,0,[54 23],"(0, 0, 255)",r,5
931,155,1,[20 62],"(0, 255, 0)",r,5
932,155,2,[64 45],"(255, 0, 0)",c,5
933,155,3,[37 65],"(0, 156, 255)",c,5
934,155,4,[27 52],"(128, 128, 128)",c,5
935,155,5,[18 28],"(0, 255, 255)",c,5
936,156,0,[32  7],"(0, 0, 255)",r,5
937,156,1,[58 13],"(0, 255, 0)",c,5
938,156,2,[10 15],"(255, 0, 0)",c,5
939,156,3,[45 40],"(0, 156, 255)",c,5
940,156,4,[56 44],"(128, 128, 128)",r,5
941,156,5,[32 56],"(0, 255, 255)",c,5
942,157,0,[41 12],"(0, 0, 255)",r,5
943,157,1,[31 43],"(0, 255, 0)",r,5
944,157,2,[13 15],"(255, 0, 0)",c,5
945,157,3,[68 20],"(0, 156, 255)",r,5
946,157,4,[19 39],"(128, 128, 128)",r,5
947,157,5,[62 12],"(0, 255, 255)",r,5
948,158,0,[61 22],"(0, 0, 255)",r,5
949,158,1,[49 57],"(0, 255, 0)",r,5
950,158,2,[38 43],"(255, 0, 0)",c,5
951,158,3,[34  9],"(0, 156, 255)",c,5
952,158,4,[64 36],"(128, 128, 128)",r,5
953,158,5,[13 33],"(0, 255, 255)",r,5
954,159,0,[10 56],"(0, 0, 255)",r,5
955,159,1,[52 45],"(0, 255, 0)",r,5
956,159,2,[22 41],"(255, 0, 0)",r,5
957,159,3,[52 56],"(0, 156, 255)",c,5
958,159,4,[30 16],"(128, 128, 128)",r,5
959,159,5,[11 18],"(0, 255, 255)",c,5
960,160,0,[43  9],"(0, 0, 255)",c,5
961,160,1,[34 25],"(0, 255, 0)",c,5
962,160,2,[59 65],"(255, 0, 0)",r,5
963,160,3,[27 34],"(0, 156, 255)",c,5
964,160,4,[34 65],"(128, 128, 128)",r,5
965,160,5,[44 54],"(0, 255, 255)",r,5
966,161,0,[30 64],"(0, 0, 255)",c,5
967,161,1,[65 54],"(0, 255, 0)",c,5
968,161,2,[20 41],"(255, 0, 0)",r,5
969,161,3,[43 47],"(0, 156, 255)",r,5
970,161,4,[55 15],"(128, 128, 128)",c,5
971,161,5,[17 61],"(0, 255, 255)",r,5
972,162,0,[ 5 30],"(0, 0, 255)",c,5
973,162,1,[26 45],"(0, 255, 0)",c,5
974,162,2,[ 6 11],"(255, 0, 0)",r,5
975,162,3,[19 25],"(0, 156, 255)",r,5
976,162,4,[38 30],"(128, 128, 128)",r,5
977,162,5,[52  6],"(0, 255, 255)",r,5
978,163,0,[26 66],"(0, 0, 255)",c,5
979,163,1,[66 24],"(0, 255, 0)",r,5
980,163,2,[14 24],"(255, 0, 0)",c,5
981,163,3,[48 17],"(0, 156, 255)",c,5
982,163,4,[11 68],"(128, 128, 128)",c,5
983,163,5,[35 57],"(0, 255, 255)",r,5
984,164,0,[52 58],"(0, 0, 255)",r,5
985,164,1,[16 15],"(0, 255, 0)",r,5
986,164,2,[57 68],"(255, 0, 0)",r,5
987,164,3,[54 22],"(0, 156, 255)",c,5
988,164,4,[49 33],"(128, 128, 128)",c,5
989,164,5,[54 47],"(0, 255, 255)",r,5
990,165,0,[42 27],"(0, 0, 255)",r,5
991,165,1,[24  9],"(0, 255, 0)",r,5
992,165,2,[24 47],"(255, 0, 0)",c,5
993,165,3,[68 38],"(0, 156, 255)",c,5
994,165,4,[68 61],"(128, 128, 128)",r,5
995,165,5,[30 58],"(0, 255, 255)",c,5
996,166,0,[39 64],"(0, 0, 255)",r,5
997,166,1,[49 26],"(0, 255, 0)",c,5
998,166,2,[63 64],"(255, 0, 0)",r,5
999,166,3,[12 54],"(0, 156, 255)",r,5
1000,166,4,[17  8],"(128, 128, 128)",c,5
1001,166,5,[64 37],"(0, 255, 255)",c,5
1002,167,0,[62 32],"(0, 0, 255)",c,5
1003,167,1,[12 10],"(0, 255, 0)",c,5
1004,167,2,[47 69],"(255, 0, 0)",c,5
1005,167,3,[50  8],"(0, 156, 255)",c,5
1006,167,4,[31 58],"(128, 128, 128)",c,5
1007,167,5,[12 35],"(0, 255, 255)",c,5
1008,168,0,[69 27],"(0, 0, 255)",c,5
1009,168,1,[52 69],"(0, 255, 0)",r,5
1010,168,2,[40 14],"(255, 0, 0)",r,5
1011,168,3,[52 34],"(0, 156, 255)",r,5
1012,168,4,[29 67],"(128, 128, 128)",c,5
1013,168,5,[14 59],"(0, 255, 255)",c,5
1014,169,0,[53 59],"(0, 0, 255)",r,5
1015,169,1,[42  6],"(0, 255, 0)",r,5
1016,169,2,[53 15],"(255, 0, 0)",c,5
1017,169,3,[31 28],"(0, 156, 255)",c,5
1018,169,4,[49 48],"(128, 128, 128)",r,5
1019,169,5,[62 46],"(0, 255, 255)",r,5
1020,170,0,[8 6],"(0, 0, 255)",c,5
1021,170,1,[55 69],"(0, 255, 0)",c,5
1022,170,2,[33 24],"(255, 0, 0)",c,5
1023,170,3,[66  8],"(0, 156, 255)",r,5
1024,170,4,[58 26],"(128, 128, 128)",r,5
1025,170,5,[64 37],"(0, 255, 255)",r,5
1026,171,0,[47 34],"(0, 0, 255)",r,5
1027,171,1,[21 48],"(0, 255, 0)",r,5
1028,171,2,[20 22],"(255, 0, 0)",r,5
1029,171,3,[ 9 25],"(0, 156, 255)",c,5
1030,171,4,[35  7],"(128, 128, 128)",c,5
1031,171,5,[27 30],"(0, 255, 255)",c,5
1032,172,0,[59 33],"(0, 0, 255)",r,5
1033,172,1,[34 23],"(0, 255, 0)",r,5
1034,172,2,[40 65],"(255, 0, 0)",r,5
1035,172,3,[30 56],"(0, 156, 255)",r,5
1036,172,4,[46 30],"(128, 128, 128)",c,5
1037,172,5,[59 52],"(0, 255, 255)",c,5
1038,173,0,[15 67],"(0, 0, 255)",c,5
1039,173,1,[65 68],"(0, 255, 0)",c,5
1040,173,2,[10 53],"(255, 0, 0)",r,5
1041,173,3,[60 46],"(0, 156, 255)",r,5
1042,173,4,[34 42],"(128, 128, 128)",c,5
1043,173,5,[5 5],"(0, 255, 255)",c,5
1044,174,0,[20 55],"(0, 0, 255)",r,5
1045,174,1,[10 69],"(0, 255, 0)",c,5
1046,174,2,[ 8 54],"(255, 0, 0)",c,5
1047,174,3,[68 24],"(0, 156, 255)",c,5
1048,174,4,[62 52],"(128, 128, 128)",r,5
1049,174,5,[15  5],"(0, 255, 255)",c,5
1050,175,0,[12 61],"(0, 0, 255)",c,5
1051,175,1,[20 36],"(0, 255, 0)",c,5
1052,175,2,[66 60],"(255, 0, 0)",c,5
1053,175,3,[52 40],"(0, 156, 255)",c,5
1054,175,4,[41 69],"(128, 128, 128)",c,5
1055,175,5,[28  5],"(0, 255, 255)",r,5
1056,176,0,[53  9],"(0, 0, 255)",c,5
1057,176,1,[18 67],"(0, 255, 0)",r,5
1058,176,2,[47 36],"(255, 0, 0)",c,5
1059,176,3,[22 52],"(0, 156, 255)",r,5
1060,176,4,[42 17],"(128, 128, 128)",c,5
1061,176,5,[66 65],"(0, 255, 255)",c,5
1062,177,0,[37 62],"(0, 0, 255)",c,5
1063,177,1,[37 27],"(0, 255, 0)",r,5
1064,177,2,[14 48],"(255, 0, 0)",c,5
